"NATMON_IND","Indicator","LOCATION","Country","TIME","Time","Value","Flag Codes","Flags"
"ILLPOP_AG25T64","Illiterate population, 25-64 years, both sexes (number)","40505","Central Asia","2016","2016",72289,,
"ILLPOP_AG25T64","Illiterate population, 25-64 years, both sexes (number)","40505","Central Asia","2017","2017",77340,,
"ILLPOP_AG25T64","Illiterate population, 25-64 years, both sexes (number)","40505","Central Asia","2018","2018",77658,,
"ILLPOP_AG25T64","Illiterate population, 25-64 years, both sexes (number)","40505","Central Asia","2019","2019",73814,,
"ILLPOP_AG15T24","Youth illiterate population, 15-24 years, both sexes (number)","COL","Colombia","2014","2014",125264,,
"ILLPOP_AG15T24","Youth illiterate population, 15-24 years, both sexes (number)","COL","Colombia","2015","2015",125974,,
"ILLPOP_AG15T24","Youth illiterate population, 15-24 years, both sexes (number)","COL","Colombia","2016","2016",115355,,
"ILLPOP_AG15T24","Youth illiterate population, 15-24 years, both sexes (number)","COL","Colombia","2018","2018",100407,,
"ILLPOP_AG25T64","Illiterate population, 25-64 years, both sexes (number)","GMB","Gambia","2015","2015",375088,,
"ILLPOP_AG15T99","Adult illiterate population, 15+ years, both sexes (number)","MNE","Montenegro","2018","2018",5920,"‡","UIS Estimation"
"ILLPOP_AG25T64_F","Illiterate population, 25-64 years, female (number)","NCL","New Caledonia","2014","2014",904,"‡","UIS Estimation"
"ILLPOP_AG25T64_F","Illiterate population, 25-64 years, female (number)","TJK","Tajikistan","2014","2014",3393,"‡","UIS Estimation"
"ILLPOP_AG25T64_M","Illiterate population, 25-64 years, male (number)","40606","Africa (Sub-Saharan) ","2014","2014",48263026,,
"ILLPOP_AG25T64_M","Illiterate population, 25-64 years, male (number)","40606","Africa (Sub-Saharan) ","2015","2015",49209107,,
"ILLPOP_AG25T64_M","Illiterate population, 25-64 years, male (number)","40606","Africa (Sub-Saharan) ","2016","2016",50150825,,
"ILLPOP_AG25T64_M","Illiterate population, 25-64 years, male (number)","40606","Africa (Sub-Saharan) ","2017","2017",51916201,,
"ILLPOP_AG25T64_M","Illiterate population, 25-64 years, male (number)","40606","Africa (Sub-Saharan) ","2018","2018",52846025,,
"ILLPOP_AG25T64_M","Illiterate population, 25-64 years, male (number)","40606","Africa (Sub-Saharan) ","2019","2019",54083848,,
"ILLPOP_AG65T99_F","Elderly illiterate population, 65+ years, female (number)","BFA","Burkina Faso","2014","2014",253884,,
"ILLPOP_AG65T99_F","Elderly illiterate population, 65+ years, female (number)","BFA","Burkina Faso","2018","2018",276671,"‡","UIS Estimation"
"ILLPOP_AG65T99_F","Elderly illiterate population, 65+ years, female (number)","UGA","Uganda","2018","2018",368379,"‡","UIS Estimation"
"ILLPOP_AG65T99_M","Elderly illiterate population, 65+ years, male (number)","KEN","Kenya","2014","2014",101339,"‡","UIS Estimation"
"ILLPOP_AG65T99_M","Elderly illiterate population, 65+ years, male (number)","KEN","Kenya","2018","2018",118944,"‡","UIS Estimation"
"ILLPOP_AG15T99","Adult illiterate population, 15+ years, both sexes (number)","PSE","Palestine","2014","2014",94482,,
"ILLPOP_AG15T99","Adult illiterate population, 15+ years, both sexes (number)","PSE","Palestine","2015","2015",90200,,
"ILLPOP_AG15T99","Adult illiterate population, 15+ years, both sexes (number)","PSE","Palestine","2016","2016",86109,,
"ILLPOP_AG15T99","Adult illiterate population, 15+ years, both sexes (number)","PSE","Palestine","2018","2018",82717,,
"ILLPOP_AG25T64_M","Illiterate population, 25-64 years, male (number)","QAT","Qatar","2014","2014",127049,"‡","UIS Estimation"
"ILLPOP_AG25T64_M","Illiterate population, 25-64 years, male (number)","QAT","Qatar","2016","2016",110528,"‡","UIS Estimation"
"ILLPOP_AG25T64_M","Illiterate population, 25-64 years, male (number)","QAT","Qatar","2017","2017",106882,"‡","UIS Estimation"
"ILLPOP_AG15T99_F","Adult illiterate population, 15+ years, female (number)","40042","Lower middle income countries","2014","2014",315816643,,
"ILLPOP_AG15T99_F","Adult illiterate population, 15+ years, female (number)","40042","Lower middle income countries","2015","2015",313504664,,
"ILLPOP_AG15T99_F","Adult illiterate population, 15+ years, female (number)","40042","Lower middle income countries","2016","2016",310881261,,
"ILLPOP_AG15T99_F","Adult illiterate population, 15+ years, female (number)","40042","Lower middle income countries","2017","2017",308412177,,
"ILLPOP_AG15T99_F","Adult illiterate population, 15+ years, female (number)","40042","Lower middle income countries","2018","2018",309001739,,
"ILLPOP_AG15T99_F","Adult illiterate population, 15+ years, female (number)","40042","Lower middle income countries","2019","2019",307630718,,
"ILLPOP_AG15T99_F","Adult illiterate population, 15+ years, female (number)","OMN","Oman","2014","2014",109565,"+","National Estimation"
"ILLPOP_AG15T99_F","Adult illiterate population, 15+ years, female (number)","OMN","Oman","2015","2015",143426,,
"ILLPOP_AG15T99_F","Adult illiterate population, 15+ years, female (number)","OMN","Oman","2016","2016",96056,,
"ILLPOP_AG15T99_F","Adult illiterate population, 15+ years, female (number)","OMN","Oman","2017","2017",84862,,
"ILLPOP_AG15T99_F","Adult illiterate population, 15+ years, female (number)","OMN","Oman","2018","2018",81852,,
"ILLPOP_AG15T99_M","Adult illiterate population, 15+ years, male (number)","40611","Asia (Eastern)","2014","2014",15273371,,
"ILLPOP_AG15T99_M","Adult illiterate population, 15+ years, male (number)","40611","Asia (Eastern)","2015","2015",14498035,,
"ILLPOP_AG15T99_M","Adult illiterate population, 15+ years, male (number)","40611","Asia (Eastern)","2016","2016",13954680,,
"ILLPOP_AG15T99_M","Adult illiterate population, 15+ years, male (number)","40611","Asia (Eastern)","2017","2017",13374881,,
"ILLPOP_AG15T99_M","Adult illiterate population, 15+ years, male (number)","40611","Asia (Eastern)","2018","2018",12842381,,
"ILLPOP_AG15T99_M","Adult illiterate population, 15+ years, male (number)","40611","Asia (Eastern)","2019","2019",12310437,,
"ILLPOP_AG15T99_M","Adult illiterate population, 15+ years, male (number)","ZMB","Zambia","2018","2018",437739,"‡","UIS Estimation"
"ILLPOP_AG15T99_F","Adult illiterate population, 15+ years, female (number)","TUN","Tunisia","2014","2014",1197998,,
"ILLPOP_AG15T24","Youth illiterate population, 15-24 years, both sexes (number)","40520","Latin America and the Caribbean","2014","2014",1926021,,
"ILLPOP_AG15T24","Youth illiterate population, 15-24 years, both sexes (number)","40520","Latin America and the Caribbean","2015","2015",1847094,,
"ILLPOP_AG15T24","Youth illiterate population, 15-24 years, both sexes (number)","40520","Latin America and the Caribbean","2016","2016",1710776,,
"ILLPOP_AG15T24","Youth illiterate population, 15-24 years, both sexes (number)","40520","Latin America and the Caribbean","2017","2017",1664889,,
"ILLPOP_AG15T24","Youth illiterate population, 15-24 years, both sexes (number)","40520","Latin America and the Caribbean","2018","2018",1578901,,
"ILLPOP_AG15T24","Youth illiterate population, 15-24 years, both sexes (number)","40520","Latin America and the Caribbean","2019","2019",1517844,,
"ILLPOP_AG15T99_F","Adult illiterate population, 15+ years, female (number)","DZA","Algeria","2018","2018",3618525,"‡","UIS Estimation"
"ILLPOP_AG15T99_M","Adult illiterate population, 15+ years, male (number)","ETH","Ethiopia","2017","2017",12633692,"‡","UIS Estimation"
"ILLPOP_AG15T99_M","Adult illiterate population, 15+ years, male (number)","GAB","Gabon","2018","2018",96666,"‡","UIS Estimation"
"ILLPOP_AG15T99","Adult illiterate population, 15+ years, both sexes (number)","TZA","United Republic of Tanzania","2015","2015",6240144,,
"ILLPOP_AG25T64_F","Illiterate population, 25-64 years, female (number)","ARE","United Arab Emirates","2015","2015",85946,"‡","UIS Estimation"
"ILLPOP_AG25T64_F","Illiterate population, 25-64 years, female (number)","40535","South and West Asia","2014","2014",180626261,,
"ILLPOP_AG25T64_F","Illiterate population, 25-64 years, female (number)","40535","South and West Asia","2015","2015",178352644,,
"ILLPOP_AG25T64_F","Illiterate population, 25-64 years, female (number)","40535","South and West Asia","2016","2016",175001386,,
"ILLPOP_AG25T64_F","Illiterate population, 25-64 years, female (number)","40535","South and West Asia","2017","2017",174485466,,
"ILLPOP_AG25T64_F","Illiterate population, 25-64 years, female (number)","40535","South and West Asia","2018","2018",172653983,,
"ILLPOP_AG25T64_F","Illiterate population, 25-64 years, female (number)","40535","South and West Asia","2019","2019",170931631,,
"ILLPOP_AG15T99_M","Adult illiterate population, 15+ years, male (number)","ITA","Italy","2018","2018",163694,"‡","UIS Estimation"
"ILLPOP_AG25T64","Illiterate population, 25-64 years, both sexes (number)","BDI","Burundi","2014","2014",1402863,,
"ILLPOP_AG25T64","Illiterate population, 25-64 years, both sexes (number)","BDI","Burundi","2017","2017",1376684,,
"ILLPOP_AG15T99_F","Adult illiterate population, 15+ years, female (number)","CIV","Côte d'Ivoire","2014","2014",4016238,,
"ILLPOP_AG15T99_F","Adult illiterate population, 15+ years, female (number)","CIV","Côte d'Ivoire","2018","2018",4273045,"‡","UIS Estimation"
"ILLPOP_AG15T99_M","Adult illiterate population, 15+ years, male (number)","MDV","Maldives","2014","2014",3050,,
"ILLPOP_AG15T99_M","Adult illiterate population, 15+ years, male (number)","MDV","Maldives","2016","2016",6430,,
"ILLPOP_AG15T24","Youth illiterate population, 15-24 years, both sexes (number)","TLS","Timor-Leste","2018","2018",45044,"‡","UIS Estimation"
"ILLPOP_AG25T64","Illiterate population, 25-64 years, both sexes (number)","LKA","Sri Lanka","2016","2016",744841,,
"ILLPOP_AG25T64","Illiterate population, 25-64 years, both sexes (number)","LKA","Sri Lanka","2017","2017",815456,,
"ILLPOP_AG25T64","Illiterate population, 25-64 years, both sexes (number)","LKA","Sri Lanka","2018","2018",804858,,
"ILLPOP_AG65T99_F","Elderly illiterate population, 65+ years, female (number)","CAF","Central African Republic","2018","2018",64785,"‡","UIS Estimation"
"ILLPOP_AG15T99_F","Adult illiterate population, 15+ years, female (number)","40510","World","2014","2014",494719996,,
"ILLPOP_AG15T99_F","Adult illiterate population, 15+ years, female (number)","40510","World","2015","2015",494848875,,
"ILLPOP_AG15T99_F","Adult illiterate population, 15+ years, female (number)","40510","World","2016","2016",486568063,,
"ILLPOP_AG15T99_F","Adult illiterate population, 15+ years, female (number)","40510","World","2017","2017",483609705,,
"ILLPOP_AG15T99_F","Adult illiterate population, 15+ years, female (number)","40510","World","2018","2018",487428258,,
"ILLPOP_AG15T99_F","Adult illiterate population, 15+ years, female (number)","40510","World","2019","2019",484991881,,
"ILLPOP_AG15T99_F","Adult illiterate population, 15+ years, female (number)","PER","Peru","2014","2014",1046369,,
"ILLPOP_AG15T99_F","Adult illiterate population, 15+ years, female (number)","PER","Peru","2015","2015",976185,,
"ILLPOP_AG15T99_F","Adult illiterate population, 15+ years, female (number)","PER","Peru","2016","2016",1008666,,
"ILLPOP_AG15T99_F","Adult illiterate population, 15+ years, female (number)","PER","Peru","2017","2017",1024393,,
"ILLPOP_AG15T99_F","Adult illiterate population, 15+ years, female (number)","PER","Peru","2018","2018",996506,,
"ILLPOP_AG15T99_F","Adult illiterate population, 15+ years, female (number)","KGZ","Kyrgyzstan","2018","2018",10953,"‡","UIS Estimation"
"ILLPOP_AG65T99_F","Elderly illiterate population, 65+ years, female (number)","IRN","Iran (Islamic Republic of)","2014","2014",1587981,,
"ILLPOP_AG65T99_F","Elderly illiterate population, 65+ years, female (number)","IRN","Iran (Islamic Republic of)","2016","2016",1662583,,
"ILLPOP_AG65T99_M","Elderly illiterate population, 65+ years, male (number)","VNM","Viet Nam","2018","2018",149236,"‡","UIS Estimation"
"ILLPOP_AG15T99","Adult illiterate population, 15+ years, both sexes (number)","CMR","Cameroon","2018","2018",3316943,"‡","UIS Estimation"
"ILLPOP_AG65T99_F","Elderly illiterate population, 65+ years, female (number)","40530","Central and Eastern Europe","2014","2014",1929933,,
"ILLPOP_AG65T99_F","Elderly illiterate population, 65+ years, female (number)","40530","Central and Eastern Europe","2015","2015",1912149,,
"ILLPOP_AG65T99_F","Elderly illiterate population, 65+ years, female (number)","40530","Central and Eastern Europe","2016","2016",1407163,,
"ILLPOP_AG65T99_F","Elderly illiterate population, 65+ years, female (number)","40530","Central and Eastern Europe","2017","2017",1872175,,
"ILLPOP_AG65T99_F","Elderly illiterate population, 65+ years, female (number)","40530","Central and Eastern Europe","2018","2018",1845907,,
"ILLPOP_AG65T99_F","Elderly illiterate population, 65+ years, female (number)","40530","Central and Eastern Europe","2019","2019",1823434,,
"ILLPOP_AG15T24","Youth illiterate population, 15-24 years, both sexes (number)","PAK","Pakistan","2014","2014",10860136,,
"ILLPOP_AG15T24","Youth illiterate population, 15-24 years, both sexes (number)","PAK","Pakistan","2017","2017",10534212,,
"ILLPOP_AG25T64","Illiterate population, 25-64 years, both sexes (number)","COD","Democratic Republic of the Congo","2016","2016",6171330,,
"ILLPOP_AG25T64_F","Illiterate population, 25-64 years, female (number)","MRT","Mauritania","2017","2017",487730,"‡","UIS Estimation"
"ILLPOP_AG25T64_M","Illiterate population, 25-64 years, male (number)","MWI","Malawi","2014","2014",613738,"‡","UIS Estimation"
"ILLPOP_AG25T64_M","Illiterate population, 25-64 years, male (number)","MWI","Malawi","2015","2015",798718,"‡","UIS Estimation"
"ILLPOP_AG15T24","Youth illiterate population, 15-24 years, both sexes (number)","SAU","Saudi Arabia","2017","2017",33779,,
"ILLPOP_AG15T99_M","Adult illiterate population, 15+ years, male (number)","ARM","Armenia","2017","2017",2070,,
"ILLPOP_AG25T64","Illiterate population, 25-64 years, both sexes (number)","40043","Upper middle income countries","2014","2014",57083014,,
"ILLPOP_AG25T64","Illiterate population, 25-64 years, both sexes (number)","40043","Upper middle income countries","2015","2015",54713825,,
"ILLPOP_AG25T64","Illiterate population, 25-64 years, both sexes (number)","40043","Upper middle income countries","2016","2016",52736991,,
"ILLPOP_AG25T64","Illiterate population, 25-64 years, both sexes (number)","40043","Upper middle income countries","2017","2017",52683965,,
"ILLPOP_AG25T64","Illiterate population, 25-64 years, both sexes (number)","40043","Upper middle income countries","2018","2018",52014431,,
"ILLPOP_AG25T64","Illiterate population, 25-64 years, both sexes (number)","40043","Upper middle income countries","2019","2019",48920242,,
"ILLPOP_AG25T64_M","Illiterate population, 25-64 years, male (number)","40616","Asia (Southern)","2014","2014",102539803,,
"ILLPOP_AG25T64_M","Illiterate population, 25-64 years, male (number)","40616","Asia (Southern)","2015","2015",100279163,,
"ILLPOP_AG25T64_M","Illiterate population, 25-64 years, male (number)","40616","Asia (Southern)","2016","2016",97072768,,
"ILLPOP_AG25T64_M","Illiterate population, 25-64 years, male (number)","40616","Asia (Southern)","2017","2017",96893323,,
"ILLPOP_AG25T64_M","Illiterate population, 25-64 years, male (number)","40616","Asia (Southern)","2018","2018",96012508,,
"ILLPOP_AG25T64_M","Illiterate population, 25-64 years, male (number)","40616","Asia (Southern)","2019","2019",95295432,,
"ILLPOP_AG25T64_M","Illiterate population, 25-64 years, male (number)","IND","India","2018","2018",65535872,"‡","UIS Estimation"
"ILLPOP_AG15T99_F","Adult illiterate population, 15+ years, female (number)","CHN","China","2018","2018",27897140,"‡","UIS Estimation"
"ILLPOP_AG65T99_M","Elderly illiterate population, 65+ years, male (number)","THA","Thailand","2015","2015",466511,"‡","UIS Estimation"
"ILLPOP_AG25T64","Illiterate population, 25-64 years, both sexes (number)","SLE","Sierra Leone","2018","2018",1826442,"‡","UIS Estimation"
"ILLPOP_AG65T99_F","Elderly illiterate population, 65+ years, female (number)","TKM","Turkmenistan","2014","2014",4121,"‡","UIS Estimation"
"ILLPOP_AG15T99_F","Adult illiterate population, 15+ years, female (number)","BLR","Belarus","2018","2018",11751,"‡","UIS Estimation"
"ILLPOP_AG15T99_M","Adult illiterate population, 15+ years, male (number)","HTI","Haiti","2016","2016",1207244,"‡","UIS Estimation"
"ILLPOP_AG25T64_F","Illiterate population, 25-64 years, female (number)","TLS","Timor-Leste","2018","2018",92975,"‡","UIS Estimation"
"ILLPOP_AG25T64","Illiterate population, 25-64 years, both sexes (number)","MAC","China, Macao Special Administrative Region","2016","2016",8047,,
"ILLPOP_AG65T99_F","Elderly illiterate population, 65+ years, female (number)","PLW","Palau","2015","2015",145,,
"ILLPOP_AG65T99_M","Elderly illiterate population, 65+ years, male (number)","40630","Latin America and the Caribbean","2014","2014",3868837,,
"ILLPOP_AG65T99_M","Elderly illiterate population, 65+ years, male (number)","40630","Latin America and the Caribbean","2015","2015",3921089,,
"ILLPOP_AG65T99_M","Elderly illiterate population, 65+ years, male (number)","40630","Latin America and the Caribbean","2016","2016",3800144,,
"ILLPOP_AG65T99_M","Elderly illiterate population, 65+ years, male (number)","40630","Latin America and the Caribbean","2017","2017",3852295,,
"ILLPOP_AG65T99_M","Elderly illiterate population, 65+ years, male (number)","40630","Latin America and the Caribbean","2018","2018",3883751,,
"ILLPOP_AG65T99_M","Elderly illiterate population, 65+ years, male (number)","40630","Latin America and the Caribbean","2019","2019",3862193,,
"ILLPOP_AG25T64_F","Illiterate population, 25-64 years, female (number)","TUR","Turkey","2014","2014",1009679,,
"ILLPOP_AG25T64_F","Illiterate population, 25-64 years, female (number)","TUR","Turkey","2015","2015",970258,,
"ILLPOP_AG25T64_F","Illiterate population, 25-64 years, female (number)","TUR","Turkey","2016","2016",918489,,
"ILLPOP_AG25T64_F","Illiterate population, 25-64 years, female (number)","TUR","Turkey","2017","2017",849630,,
"ILLPOP_AG25T64_M","Illiterate population, 25-64 years, male (number)","CHL","Chile","2015","2015",113687,,
"ILLPOP_AG25T64_M","Illiterate population, 25-64 years, male (number)","CHL","Chile","2017","2017",142534,,
"ILLPOP_AG15T24","Youth illiterate population, 15-24 years, both sexes (number)","ESP","Spain","2014","2014",12736,,
"ILLPOP_AG15T24","Youth illiterate population, 15-24 years, both sexes (number)","ESP","Spain","2015","2015",15685,,
"ILLPOP_AG15T24","Youth illiterate population, 15-24 years, both sexes (number)","ESP","Spain","2016","2016",17094,,
"ILLPOP_AG15T24","Youth illiterate population, 15-24 years, both sexes (number)","ESP","Spain","2018","2018",12738,,
"ILLPOP_AG15T99_F","Adult illiterate population, 15+ years, female (number)","IDN","Indonesia","2014","2014",6034419,,
"ILLPOP_AG15T99_F","Adult illiterate population, 15+ years, female (number)","IDN","Indonesia","2015","2015",6245270,,
"ILLPOP_AG15T99_F","Adult illiterate population, 15+ years, female (number)","IDN","Indonesia","2016","2016",6100789,,
"ILLPOP_AG15T99_F","Adult illiterate population, 15+ years, female (number)","IDN","Indonesia","2018","2018",5901280,,
"ILLPOP_AG15T24_F","Youth illiterate population, 15-24 years, female (number)","CAF","Central African Republic","2018","2018",359523,"‡","UIS Estimation"
"ILLPOP_AG15T24_M","Youth illiterate population, 15-24 years, male (number)","MKD","North Macedonia","2014","2014",1867,"‡","UIS Estimation"
"ILLPOP_AG65T99_F","Elderly illiterate population, 65+ years, female (number)","40030","Middle income countries","2014","2014",79506964,,
"ILLPOP_AG65T99_F","Elderly illiterate population, 65+ years, female (number)","40030","Middle income countries","2015","2015",81208343,,
"ILLPOP_AG65T99_F","Elderly illiterate population, 65+ years, female (number)","40030","Middle income countries","2016","2016",81666715,,
"ILLPOP_AG65T99_F","Elderly illiterate population, 65+ years, female (number)","40030","Middle income countries","2017","2017",83463984,,
"ILLPOP_AG65T99_F","Elderly illiterate population, 65+ years, female (number)","40030","Middle income countries","2018","2018",84171424,,
"ILLPOP_AG65T99_F","Elderly illiterate population, 65+ years, female (number)","40030","Middle income countries","2019","2019",85165575,,
"ILLPOP_AG15T99_F","Adult illiterate population, 15+ years, female (number)","STP","Sao Tome and Principe","2018","2018",6401,"‡","UIS Estimation"
"ILLPOP_AG15T99_M","Adult illiterate population, 15+ years, male (number)","PRI","Puerto Rico","2017","2017",93080,,
"ILLPOP_AG15T99","Adult illiterate population, 15+ years, both sexes (number)","KAZ","Kazakhstan","2018","2018",28584,"‡","UIS Estimation"
"ILLPOP_AG15T99","Adult illiterate population, 15+ years, both sexes (number)","LVA","Latvia","2018","2018",1793,"‡","UIS Estimation"
"ILLPOP_AG25T64_M","Illiterate population, 25-64 years, male (number)","BRB","Barbados","2014","2014",220,"‡","UIS Estimation"
"ILLPOP_AG15T99","Adult illiterate population, 15+ years, both sexes (number)","MUS","Mauritius","2014","2014",75659,,
"ILLPOP_AG15T99","Adult illiterate population, 15+ years, both sexes (number)","MUS","Mauritius","2015","2015",73867,,
"ILLPOP_AG15T99","Adult illiterate population, 15+ years, both sexes (number)","MUS","Mauritius","2016","2016",69889,,
"ILLPOP_AG15T99","Adult illiterate population, 15+ years, both sexes (number)","MUS","Mauritius","2018","2018",90364,"+","National Estimation"
"ILLPOP_AG65T99_M","Elderly illiterate population, 65+ years, male (number)","COG","Congo","2018","2018",7310,"‡","UIS Estimation"
"ILLPOP_AG65T99_M","Elderly illiterate population, 65+ years, male (number)","TCD","Chad","2015","2015",136076,"‡","UIS Estimation"
"ILLPOP_AG65T99_M","Elderly illiterate population, 65+ years, male (number)","TCD","Chad","2016","2016",147488,,
"ILLPOP_AG65T99_F","Elderly illiterate population, 65+ years, female (number)","40550","Small Island Developing States","2014","2014",691209,,
"ILLPOP_AG65T99_F","Elderly illiterate population, 65+ years, female (number)","40550","Small Island Developing States","2015","2015",701622,,
"ILLPOP_AG65T99_F","Elderly illiterate population, 65+ years, female (number)","40550","Small Island Developing States","2016","2016",698635,,
"ILLPOP_AG65T99_F","Elderly illiterate population, 65+ years, female (number)","40550","Small Island Developing States","2017","2017",692908,,
"ILLPOP_AG65T99_F","Elderly illiterate population, 65+ years, female (number)","40550","Small Island Developing States","2018","2018",710736,,
"ILLPOP_AG65T99_F","Elderly illiterate population, 65+ years, female (number)","40550","Small Island Developing States","2019","2019",731558,,
"ILLPOP_AG65T99_F","Elderly illiterate population, 65+ years, female (number)","KWT","Kuwait","2015","2015",17112,,
"ILLPOP_AG65T99_F","Elderly illiterate population, 65+ years, female (number)","KWT","Kuwait","2017","2017",17852,,
"ILLPOP_AG65T99_F","Elderly illiterate population, 65+ years, female (number)","KWT","Kuwait","2018","2018",18510,,
"ILLPOP_AG65T99_M","Elderly illiterate population, 65+ years, male (number)","40334","Least Developed Countries","2014","2014",8153634,,
"ILLPOP_AG65T99_M","Elderly illiterate population, 65+ years, male (number)","40334","Least Developed Countries","2015","2015",8256685,,
"ILLPOP_AG65T99_M","Elderly illiterate population, 65+ years, male (number)","40334","Least Developed Countries","2016","2016",7987118,,
"ILLPOP_AG65T99_M","Elderly illiterate population, 65+ years, male (number)","40334","Least Developed Countries","2017","2017",8173865,,
"ILLPOP_AG65T99_M","Elderly illiterate population, 65+ years, male (number)","40334","Least Developed Countries","2018","2018",8230130,,
"ILLPOP_AG65T99_M","Elderly illiterate population, 65+ years, male (number)","40334","Least Developed Countries","2019","2019",8406882,,
"ILLPOP_AG15T99_M","Adult illiterate population, 15+ years, male (number)","URY","Uruguay","2014","2014",25081,,
"ILLPOP_AG15T99_M","Adult illiterate population, 15+ years, male (number)","URY","Uruguay","2015","2015",23697,,
"ILLPOP_AG15T99_M","Adult illiterate population, 15+ years, male (number)","URY","Uruguay","2016","2016",22570,,
"ILLPOP_AG15T99_M","Adult illiterate population, 15+ years, male (number)","URY","Uruguay","2017","2017",22846,,
"ILLPOP_AG15T99_M","Adult illiterate population, 15+ years, male (number)","URY","Uruguay","2018","2018",21206,,
"ILLPOP_AG15T99","Adult illiterate population, 15+ years, both sexes (number)","PRY","Paraguay","2014","2014",225519,,
"ILLPOP_AG15T99","Adult illiterate population, 15+ years, both sexes (number)","PRY","Paraguay","2015","2015",205886,,
"ILLPOP_AG15T99","Adult illiterate population, 15+ years, both sexes (number)","PRY","Paraguay","2016","2016",252874,,
"ILLPOP_AG15T99","Adult illiterate population, 15+ years, both sexes (number)","PRY","Paraguay","2018","2018",293076,,
"ILLPOP_AG25T64_M","Illiterate population, 25-64 years, male (number)","PRT","Portugal","2018","2018",39067,"‡","UIS Estimation"
"ILLPOP_AG15T99_F","Adult illiterate population, 15+ years, female (number)","MYS","Malaysia","2016","2016",743601,,
"ILLPOP_AG15T99_F","Adult illiterate population, 15+ years, female (number)","MYS","Malaysia","2017","2017",736809,,
"ILLPOP_AG15T99_F","Adult illiterate population, 15+ years, female (number)","MYS","Malaysia","2018","2018",756355,,
"ILLPOP_AG15T99_M","Adult illiterate population, 15+ years, male (number)","ZAF","South Africa","2014","2014",887679,,
"ILLPOP_AG15T99_M","Adult illiterate population, 15+ years, male (number)","ZAF","South Africa","2015","2015",881069,,
"ILLPOP_AG15T99_M","Adult illiterate population, 15+ years, male (number)","ZAF","South Africa","2017","2017",2429999,,
"ILLPOP_AG15T24","Youth illiterate population, 15-24 years, both sexes (number)","AFG","Afghanistan","2018","2018",2791022,"‡","UIS Estimation"
"ILLPOP_AG65T99_M","Elderly illiterate population, 65+ years, male (number)","40618","Asia (Central and Southern)","2014","2014",21303711,,
"ILLPOP_AG65T99_M","Elderly illiterate population, 65+ years, male (number)","40618","Asia (Central and Southern)","2015","2015",21602279,,
"ILLPOP_AG65T99_M","Elderly illiterate population, 65+ years, male (number)","40618","Asia (Central and Southern)","2016","2016",21702201,,
"ILLPOP_AG65T99_M","Elderly illiterate population, 65+ years, male (number)","40618","Asia (Central and Southern)","2017","2017",22107119,,
"ILLPOP_AG65T99_M","Elderly illiterate population, 65+ years, male (number)","40618","Asia (Central and Southern)","2018","2018",22506629,,
"ILLPOP_AG65T99_M","Elderly illiterate population, 65+ years, male (number)","40618","Asia (Central and Southern)","2019","2019",22735452,,
"ILLPOP_AG65T99_M","Elderly illiterate population, 65+ years, male (number)","MTQ","Martinique","2014","2014",2527,"‡","UIS Estimation"
"ILLPOP_AG15T99","Adult illiterate population, 15+ years, both sexes (number)","GEO","Georgia","2014","2014",13577,,
"ILLPOP_AG15T99","Adult illiterate population, 15+ years, both sexes (number)","GEO","Georgia","2017","2017",20603,,
"ILLPOP_AG15T99","Adult illiterate population, 15+ years, both sexes (number)","UGA","Uganda","2018","2018",5322655,"‡","UIS Estimation"
"ILLPOP_AG15T99_M","Adult illiterate population, 15+ years, male (number)","40535","South and West Asia","2014","2014",142587326,,
"ILLPOP_AG15T99_M","Adult illiterate population, 15+ years, male (number)","40535","South and West Asia","2015","2015",140285708,,
"ILLPOP_AG15T99_M","Adult illiterate population, 15+ years, male (number)","40535","South and West Asia","2016","2016",135748653,,
"ILLPOP_AG15T99_M","Adult illiterate population, 15+ years, male (number)","40535","South and West Asia","2017","2017",134895935,,
"ILLPOP_AG15T99_M","Adult illiterate population, 15+ years, male (number)","40535","South and West Asia","2018","2018",134187376,,
"ILLPOP_AG15T99_M","Adult illiterate population, 15+ years, male (number)","40535","South and West Asia","2019","2019",133012242,,
"ILLPOP_AG25T64","Illiterate population, 25-64 years, both sexes (number)","SLV","El Salvador","2015","2015",334310,,
"ILLPOP_AG25T64","Illiterate population, 25-64 years, both sexes (number)","SLV","El Salvador","2016","2016",335994,,
"ILLPOP_AG25T64","Illiterate population, 25-64 years, both sexes (number)","SLV","El Salvador","2017","2017",321101,,
"ILLPOP_AG25T64","Illiterate population, 25-64 years, both sexes (number)","SLV","El Salvador","2018","2018",296118,,
"ILLPOP_AG25T64_F","Illiterate population, 25-64 years, female (number)","MDA","Republic of Moldova","2014","2014",4098,,
"ILLPOP_AG15T24","Youth illiterate population, 15-24 years, both sexes (number)","SVN","Slovenia","2014","2014",325,"‡","UIS Estimation"
"ILLPOP_AG15T99_M","Adult illiterate population, 15+ years, male (number)","COL","Colombia","2014","2014",1042825,,
"ILLPOP_AG15T99_M","Adult illiterate population, 15+ years, male (number)","COL","Colombia","2015","2015",1028943,,
"ILLPOP_AG15T99_M","Adult illiterate population, 15+ years, male (number)","COL","Colombia","2016","2016",990678,,
"ILLPOP_AG15T99_M","Adult illiterate population, 15+ years, male (number)","COL","Colombia","2018","2018",952994,,
"ILLPOP_AG25T64_F","Illiterate population, 25-64 years, female (number)","BGD","Bangladesh","2014","2014",17479128,,
